,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
1576,2012,Biancaneve e il cacciatore,Snow White and the Huntsman,2012-07-11,"Action, Adventure, Drama",127,"USA, UK",Roth Films,6.1,57.0,PG-13,,$,396592829,$,170000000.0,0,0,0,0,0,0,1,0
1578,2012,Moonrise Kingdom - Una fuga d'amore,Moonrise Kingdom,2012-12-05,"Comedy, Drama, Romance",94,USA,Indian Paintbrush,7.8,84.0,PG-13,,$,68263166,$,16000000.0,0,0,0,0,0,0,1,0
1580,2012,Red Lights,Red Lights,2012-11-08,"Drama, Fantasy, Horror",114,"Spain, Canada",Millennium Films,6.2,36.0,R,,$,14107313,EUR,17220000.0,0,0,0,0,0,0,0,1
1581,2012,The Collection,The Collection,2012-11-30,"Action, Adventure, Crime",82,USA,LD Entertainment,6.1,38.0,R,,$,9929706,$,7500000.0,0,0,0,0,0,0,0,1
1585,2012,Blue Like Jazz,Blue Like Jazz,2012-03-13,"Comedy, Drama",108,USA,Ruckus Films,5.9,48.0,PG-13,,$,595018,$,1200000.0,0,0,0,0,0,0,1,0
1586,2012,Unconditional,Unconditional,2012-09-21,"Biography, Crime, Drama",92,USA,Harbinger Media Partners,7.2,,PG-13,,$,1034448,$,2000000.0,0,0,0,0,0,0,1,0
1587,2012,Questi sono i 40,This Is 40,2013-07-04,"Comedy, Romance",134,USA,Apatow Productions,6.2,59.0,R,,$,88215156,$,35000000.0,0,0,0,0,0,0,0,1
1589,2012,No One Lives,No One Lives,2013-05-10,"Horror, Thriller",86,"USA, UK",Milk & Media,6.0,26.0,R,,$,1048704,$,2900000.0,0,0,0,0,0,0,0,1
1590,2012,The First Time,The First Time,2013-02-07,"Comedy, Drama, Romance",95,USA,Samuel Goldwyn Films,6.8,55.0,PG-13,,$,92654,$,2000000.0,0,0,0,0,0,0,1,0
1591,2012,La frode,Arbitrage,2013-03-14,"Drama, Thriller",107,"USA, Poland",Lionsgate,6.6,73.0,R,,$,35485056,$,12000000.0,0,0,0,0,0,0,0,1
1592,2012,Cogan - Killing Them Softly,Killing Them Softly,2012-10-18,"Crime, Drama, Thriller",97,USA,Plan B Entertainment,6.2,64.0,R,,$,37930465,$,15000000.0,0,0,0,0,0,0,0,1
1595,2012,I mercenari 2,The Expendables 2,2012-08-17,"Action, Adventure, Thriller",103,"USA, Germany, Bulgaria, China",Lionsgate,6.6,51.0,R,,$,314975955,$,100000000.0,0,0,0,0,0,0,0,1
1599,2012,Outside Bet,Outside Bet,2012-04-27,Comedy,101,UK,Gateway Films,4.9,,NR,,$,21274,$,7500000.0,0,0,0,0,1,0,0,0
1600,2012,Aftershock,Aftershock,2014-06-12,"Action, Adventure, Horror",89,"USA, Chile",Sobras International Pictures,4.8,39.0,R,,$,294696,$,2000000.0,0,0,0,0,0,0,0,1
1612,2012,Anna Karenina,Anna Karenina,2013-02-21,"Drama, Romance",129,UK,Universal Pictures,6.6,63.0,R,,$,68929150,$,40600000.0,0,0,0,0,0,0,0,1
1616,2012,Talaash,Talaash,2012-11-30,"Crime, Drama, Mystery",140,India,Aamir Khan Productions,7.2,65.0,NR,,$,5277766,$,7395080.0,0,0,0,0,1,0,0,0
1618,2012,In Their Skin,In Their Skin,2012-10-26,"Horror, Thriller",97,Canada,Studio Movement Entertainment,5.3,50.0,NR,,$,106919,$,4000000.0,0,0,0,0,1,0,0,0
1623,2012,Zero Dark Thirty,Zero Dark Thirty,2013-02-07,"Drama, History, Thriller",157,"USA, United Arab Emirates",Columbia Pictures,7.4,95.0,R,,$,132820716,$,40000000.0,0,0,0,0,0,0,0,1
1624,2012,Candidato a sorpresa,The Campaign,2012-09-21,Comedy,85,USA,Warner Bros.,6.1,50.0,R,,$,104907746,$,95000000.0,0,0,0,0,0,0,0,1
1627,2012,Step Up 4 Revolution 3D,Step Up Revolution,2012-10-04,"Drama, Music, Romance",99,USA,Summit Entertainment,6.4,43.0,PG-13,,$,140470746,$,33000000.0,0,0,0,0,0,0,1,0
1637,2012,Passion,Passion,2013-02-13,"Drama, Mystery, Thriller",102,"France, Germany",SBS Productions,5.3,53.0,R,Passion,$,713616,$,20000000.0,0,1,0,0,0,0,0,1
1638,2012,Twenty8k,Twenty8k,2012-09-10,Thriller,106,UK,Formosa Films,4.8,,NR,,$,2517,$,2000000.0,0,0,0,0,1,0,0,0
1641,2012,The Baytown Outlaws - I fuorilegge,The Baytown Outlaws,2013-06-15,"Action, Comedy, Crime",98,USA,Lleju Productions,6.4,33.0,R,,$,37470,$,4000000.0,0,0,0,0,0,0,0,1
1645,2012,Ruby Sparks,Ruby Sparks,2012-12-06,"Comedy, Drama, Fantasy",104,USA,Fox Searchlight Pictures,7.2,67.0,R,,$,9368803,$,8000000.0,0,0,0,0,0,0,0,1
1646,2012,The Words,The Words,2012-09-21,"Drama, Mystery, Romance",102,USA,Also Known As Pictures,7.0,37.0,PG-13,,$,15950164,$,6000000.0,0,0,0,0,0,0,1,0
1647,2012,Intrigo a Damasco,Inescapable,2014-08-14,"Action, Drama, Mystery",93,"Canada, South Africa",IFC Films,5.2,37.0,R,Inescapable,$,6334,CAD,3400000.0,0,1,0,0,0,0,0,1
1648,2012,Price Check,Price Check,2014-04-01,"Comedy, Drama",92,USA,Dolly Hall Productions,5.4,67.0,NR,,$,7413,$,2000000.0,0,0,0,0,1,0,0,0
1661,2012,Django Unchained,Django Unchained,2013-01-17,"Drama, Western",165,USA,The Weinstein Company,8.4,81.0,R,,$,425368238,$,100000000.0,1,0,0,0,0,0,0,1
1665,2012,End of Watch - Tolleranza zero,End of Watch,2012-11-22,"Action, Crime, Drama",109,USA,Exclusive Media Group,7.6,68.0,R,End of Watch,$,55078146,$,7000000.0,0,1,0,0,0,0,0,1
1666,2012,Resident Evil: Retribution,Resident Evil: Retribution,2012-09-28,"Action, Horror, Sci-Fi",95,"Germany, Canada, USA, France, UK",Constantin Film International,5.4,39.0,R,,$,240159255,$,65000000.0,0,0,0,0,0,0,0,1
1667,2012,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,2012-01-27,Comedy,93,USA,2929 Productions,5.4,40.0,R,,$,223580,$,3000000.0,0,0,0,0,0,0,0,1
1670,2012,To Rome with Love,To Rome with Love,2012-04-20,"Comedy, Music, Romance",112,"USA, Italy, Spain",Medusa Film,6.3,54.0,R,,$,73244881,EUR,20910000.0,0,0,0,0,0,0,0,1
1672,2012,Safety Not Guaranteed,Safety Not Guaranteed,2012-10-18,"Comedy, Drama, Romance",86,USA,FilmDistrict,7.0,72.0,R,,$,4424699,$,750000.0,0,0,0,0,0,0,0,1
1676,2012,The Sessions - Gli incontri,The Sessions,2013-02-21,"Biography, Comedy, Drama",95,USA,Fox Searchlight Pictures,7.2,79.0,R,,$,10656155,$,1000000.0,0,0,0,0,0,0,0,1
1678,2012,Fury,The Samaritan,2012-04-20,"Action, Crime, Drama",90,Canada,H2O Motion Pictures,5.6,37.0,R,,$,15220,$,12000000.0,0,0,0,0,0,0,0,1
1679,2012,Filly Brown,Filly Brown,2013-04-19,"Drama, Music",80,USA,Cima Productions,5.7,57.0,R,,$,2940411,$,2000000.0,0,0,0,0,0,0,0,1
1680,2012,Liberal Arts,Liberal Arts,2012-10-05,"Comedy, Drama, Romance",97,USA,BCDF Pictures,6.7,55.0,PG-13,,$,1150681,$,2000000.0,0,0,0,0,0,0,1,0
1682,2012,Hello Herman,Hello Herman,2013-06-07,Drama,90,USA,All in Films,5.8,27.0,NR,,$,8437,$,1500000.0,0,0,0,0,1,0,0,0
1687,2012,Sparkle - La luce del successo,Sparkle,2012-08-17,"Drama, Music",116,USA,Akil Production Company,5.7,54.0,PG-13,,$,24637800,$,14000000.0,0,0,0,0,0,0,1,0
1695,2012,Flight,Flight,2013-01-24,"Drama, Thriller",138,"USA, United Arab Emirates",Paramount Pictures,7.3,76.0,R,,$,161772375,$,31000000.0,0,0,0,0,0,0,0,1
1696,2012,Magic Mike,Magic Mike,2012-09-21,"Comedy, Drama",110,USA,Iron Horse Entertainment (II),6.1,72.0,R,,$,167739368,$,7000000.0,0,0,0,0,0,0,0,1
1698,2012,California Solo,California Solo,2012-01-25,Drama,94,USA,Cherry Sky Films,6.3,62.0,NR,,$,15433,$,200000.0,0,0,0,0,1,0,0,0
1700,2012,The Wedding Party,Bachelorette,2012-10-18,"Comedy, Romance",87,USA,Gary Sanchez Productions,5.3,53.0,R,,$,12128575,$,3000000.0,0,0,0,0,0,0,0,1
1702,2012,Pusher,Pusher,2012-10-12,"Crime, Thriller",89,UK,Vertigo Films,5.5,52.0,R,,$,197857,GBP,3312000.0,0,0,0,0,0,0,0,1
1704,2012,Sinister,Sinister,2013-03-14,"Horror, Mystery, Thriller",110,"USA, UK, Canada",Summit Entertainment,6.8,53.0,R,,$,82515113,$,3000000.0,0,0,0,0,0,0,0,1
1709,2012,Volano coltelli,Knife Fight,2013-01-28,Drama,100,USA,Divisadero Pictures,5.1,34.0,R,,$,5661,$,7000000.0,0,0,0,0,0,0,0,1
1710,2012,7 psicopatici,Seven Psychopaths,2012-11-15,"Comedy, Crime",110,"UK, USA",CBS Films,7.2,66.0,R,,$,32226382,$,15000000.0,0,0,0,0,0,0,0,1
1711,2012,Quel che sapeva Maisie,What Maisie Knew,2014-06-26,Drama,99,USA,Red Crown Productions,7.4,74.0,R,,$,2711379,$,6000000.0,0,0,0,0,0,0,0,1
1713,2012,Yossi,Yossi,2012-05-17,"Drama, Romance",84,Israel,,7.0,66.0,NR,,$,128668,$,500000.0,0,0,0,0,1,0,0,0
1714,2012,Not Suitable for Children,Not Suitable for Children,2012-07-12,"Comedy, Romance",97,Australia,Wild Eddie,5.8,,R,,$,495760,AUD,3735000.0,0,0,0,0,0,0,0,1
1715,2012,Mud,Mud,2014-08-28,Drama,130,USA,Lionsgate,7.4,76.0,PG-13,,$,32613173,$,10000000.0,0,0,0,0,0,0,1,0
1718,2012,Botte di fortuna,The Brass Teapot,2013-04-15,"Comedy, Fantasy, Thriller",101,USA,Atlantic Pictures (II),6.4,43.0,R,,$,245027,$,900000.0,0,0,0,0,0,0,0,1
1721,2012,About Cherry,About Cherry,2012-08-09,Drama,98,USA,Enderby Entertainment,4.8,33.0,R,,$,8315,$,2500000.0,0,0,0,0,0,0,0,1
1722,2012,In Our Nature,In Our Nature,2012-03-10,Drama,103,USA,Film Science,5.7,51.0,NR,,$,6543,$,1000000.0,0,0,0,0,1,0,0,0
1726,2012,Crooked Arrows,Crooked Arrows,2013-06-19,"Drama, Sport",105,USA,Sports Studio,5.9,42.0,PG-13,,$,1832541,$,13000000.0,0,0,0,0,0,0,1,0
1733,2012,Compliance,Compliance,2012-09-26,"Crime, Drama, Thriller",90,USA,Bad Cop Bad Cop Film Productions,6.4,68.0,R,,$,592116,$,270000.0,0,0,0,0,0,0,0,1
1739,2012,Voices,Pitch Perfect,2013-06-06,"Comedy, Music, Romance",112,USA,Brownstone Productions (II),7.2,66.0,PG-13,,$,115350426,$,17000000.0,0,0,0,0,0,0,1,0
1743,2012,Brake - Fino all'ultimo respiro,Brake,2012-05-17,Thriller,92,USA,Walking West Entertainment,6.1,38.0,R,,$,102819,$,500000.0,0,0,0,0,0,0,0,1
1744,2012,Robot & Frank,Robot & Frank,2012-09-19,"Comedy, Crime, Drama",89,USA,Dog Run Pictures,7.1,67.0,PG-13,,$,4806423,$,2500000.0,0,0,0,0,0,0,1,0
1746,2012,Chernobyl Diaries - La mutazione,Chernobyl Diaries,2012-06-20,"Horror, Mystery, Thriller",86,USA,Alcon Entertainment,5.0,,R,,$,38390020,$,1000000.0,0,0,0,0,0,0,0,1
1748,2012,Battlefield America,Battlefield America,2012-06-21,"Drama, Musical",106,USA,Brian & Barrett Pictures,2.7,31.0,PG-13,,$,252805,$,15000000.0,0,0,0,0,0,0,1,0
1749,2012,Fat Kid Rules the World,Fat Kid Rules the World,2012-03-09,"Comedy, Drama",98,USA,Whippany Park Productions,6.5,54.0,R,,$,41000,$,750000.0,0,0,0,0,0,0,0,1
1750,2012,It's a Disaster,It's a Disaster,2013-06-07,"Comedy, Drama",88,USA,Vacationeer Productions,6.4,57.0,R,,$,60818,$,500000.0,0,0,0,0,0,0,0,1
1751,2012,Le squillo della porta accanto,"For a Good Time, Call...",2012-11-02,Comedy,85,USA,AdScott Pictures,6.0,55.0,R,,$,1386088,$,850000.0,0,0,0,0,0,0,0,1
1752,2012,Lore,Lore,2012-09-20,"Drama, Romance, War",109,"Australia, Germany, UK",Rohfilm,7.1,76.0,NR,,$,2362019,EUR,5289000.0,0,0,0,0,1,0,0,0
1754,2012,A Fantastic Fear of Everything,A Fantastic Fear of Everything,2012-06-08,"Comedy, Horror",100,UK,Indomina Productions,5.8,31.0,R,,$,96948,GBP,2160000.0,0,0,0,0,0,0,0,1
1759,2012,Diario di una schiappa: Vita da cani,Diary of a Wimpy Kid: Dog Days,2012-08-03,"Comedy, Family",94,"USA, Canada",Fox 2000 Pictures,6.3,54.0,PG,,$,77229695,$,22000000.0,0,0,0,0,0,1,0,0
1760,2012,Killer in viaggio,Sightseers,2013-06-13,"Adventure, Comedy, Crime",88,UK,StudioCanal,6.5,69.0,NR,,$,2122909,GBP,1872000.0,0,0,0,0,1,0,0,0
1764,2012,The Pact,The Pact,2012-06-08,"Horror, Mystery, Thriller",89,USA,Preferred Content,5.7,54.0,R,The Pact,$,5664404,$,400000.0,0,1,0,0,0,0,0,1
1771,2012,Smashed,Smashed,2012-12-14,Drama,81,USA,Super Crispy Entertainment,6.8,71.0,R,,$,499725,$,500000.0,0,0,0,0,0,0,0,1
1773,2012,The Mule,The Mule,2013-08-28,"Crime, Drama, Mystery",96,USA,Voltage Pictures,4.2,,R,,$,19152,$,5000000.0,0,0,0,0,0,0,0,1
1785,2012,Barfi!,Barfi!,2012-09-14,"Comedy, Drama, Romance",151,India,UTV Motion Pictures,8.1,,NR,,$,4490134,INR,4500000.0,0,0,0,0,1,0,0,0
1789,2012,Di nuovo in gioco,Trouble with the Curve,2012-11-29,"Drama, Sport",111,USA,Warner Bros.,6.8,58.0,PG-13,,$,48963137,$,30000000.0,0,0,0,0,0,0,1,0
1794,2012,Promised Land,Promised Land,2013-02-14,Drama,106,"USA, United Arab Emirates",Focus Features,6.6,55.0,R,,$,11039031,$,15000000.0,0,0,0,0,0,0,0,1
1798,2012,Antiviral,Antiviral,2013-02-13,"Horror, Mystery, Sci-Fi",108,"Canada, France",Alliance,5.7,55.0,NR,,$,61808,CAD,2720000.0,0,0,0,0,1,0,0,0
1799,2012,Spring Breakers - Una vacanza da sballo,Spring Breakers,2013-03-07,"Crime, Drama",94,"USA, France",Muse Productions,5.3,63.0,R,,$,31724284,$,5000000.0,0,0,0,0,0,0,0,1
1802,2012,Maniac,Maniac,2013-01-02,"Horror, Thriller",89,"France, USA",La Petite Reine,6.1,47.0,NR,,$,2631275,$,6000000.0,0,0,0,0,1,0,0,0
1810,2012,Paranormal Activity 4,Paranormal Activity 4,2012-11-22,"Horror, Mystery, Thriller",88,USA,Paramount Pictures,4.6,40.0,R,,$,142802657,$,5000000.0,0,0,0,0,0,0,0,1
1814,2012,Thale,Thale,2012-02-17,"Drama, Fantasy, Horror",76,Norway,Film Fund FUZZ,5.6,,NR,,$,296500,$,1200000.0,0,0,0,0,1,0,0,0
1819,2012,Re della terra selvaggia,Beasts of the Southern Wild,2013-02-07,"Adventure, Drama, Fantasy",93,USA,Cinereach,7.3,86.0,PG-13,,$,21107746,$,1800000.0,0,0,0,0,0,0,1,0
1823,2012,In fuga con il nemico,Zaytoun,2012-12-26,"Adventure, Drama, Thriller",110,"UK, Israel, France",Bedlam Productions,6.6,39.0,NR,,$,177753,$,8000000.0,0,0,0,0,1,0,0,0
1827,2012,Black November,Black November,2015-01-09,"Action, Crime, Drama",95,"Nigeria, USA",Wells & Jeta Entertainment,5.3,31.0,NR,,$,5782,$,7500000.0,0,0,0,0,1,0,0,0
1832,2012,Cocktail,Cocktail,2012-07-13,"Comedy, Drama, Romance",146,"UK, India",Cocktail Film,6.3,,NR,,$,2724695,$,7980000.0,0,0,0,0,1,0,0,0
1834,2012,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012-11-13,"Drama, Romance",198,India,First Step Productions,6.7,,NR,,$,6797958,$,7217600.0,0,0,0,0,1,0,0,0
1842,2012,Shahid,Shahid,2013-10-18,"Biography, Drama",129,India,Bohra Bros Production Pvt.,8.2,,NR,,$,377803,$,1000000.0,0,0,0,0,1,0,0,0
1862,2012,Aurora,Aurora,2013-01-04,"Romance, Sci-Fi, Thriller",124,"Lithuania, France, Belgium",Tremora,6.0,58.0,NR,Aurora,$,91,EUR,1445250.0,0,1,0,0,1,0,0,0
1865,2012,Madea protezione testimoni,Madea's Witness Protection,2012-06-29,"Comedy, Crime, Drama",114,USA,The Tyler Perry Company,4.9,42.0,PG-13,,$,66899242,$,20000000.0,0,0,0,0,0,0,1,0
1869,2013,I sogni segreti di Walter Mitty,The Secret Life of Walter Mitty,2013-12-19,"Comedy, Drama, Fantasy",114,"USA, UK",Twentieth Century Fox,7.3,54.0,NR,,$,188133322,$,90000000.0,0,0,0,0,1,0,0,0
1870,2013,42 - La vera storia di una leggenda americana,42,2013-04-12,"Biography, Drama, Sport",128,USA,Warner Bros.,7.5,62.0,PG-13,,$,97470701,$,40000000.0,0,0,0,0,0,0,1,0
1871,2013,I Croods,The Croods,2013-03-21,"Animation, Action, Adventure",98,USA,DreamWorks Animation,7.2,55.0,PG,,$,587204668,$,135000000.0,0,0,0,0,0,1,0,0
1872,2013,Syrup,Syrup,2013-05-01,"Comedy, Drama, Romance",90,USA,Lila 9th Productions,5.7,,R,,$,663,$,2500000.0,0,0,0,0,0,0,0,1
1873,2013,L'uomo d'acciaio,Man of Steel,2013-06-20,"Action, Adventure, Sci-Fi",143,"USA, UK",Warner Bros.,7.0,55.0,PG-13,,$,668045518,$,225000000.0,0,0,0,0,0,0,1,0
1874,2013,L'incredibile Burt Wonderstone,The Incredible Burt Wonderstone,2013-03-15,Comedy,100,USA,New Line Cinema,5.9,44.0,PG-13,,$,27437881,$,30000000.0,0,0,0,0,0,0,1,0
1880,2013,Dallas Buyers Club,Dallas Buyers Club,2014-01-30,"Biography, Drama",117,USA,Truth Entertainment (II),8.0,80.0,R,,$,55736588,$,5000000.0,0,0,0,0,0,0,0,1
1881,2013,R.I.P.D. - Poliziotti dall'aldilà,R.I.P.D.,2013-09-12,"Action, Adventure, Comedy",96,USA,Universal Pictures,5.6,25.0,PG-13,,$,78324220,$,130000000.0,0,0,0,0,0,0,1,0
1882,2013,Scary Movie 5,Scary Movie 5,2013-04-18,"Comedy, Horror",88,USA,Dimension Films,3.5,11.0,PG-13,,$,78378744,$,20000000.0,0,0,0,0,0,0,1,0
1883,2013,Devil's Knot - Fino a prova contraria,Devil's Knot,2014-05-08,"Biography, Crime, Drama",114,USA,Worldview Entertainment,6.1,42.0,NR,,$,2033154,$,15000000.0,0,0,0,0,1,0,0,0
1885,2013,Storia di una ladra di libri,The Book Thief,2014-03-27,"Drama, War",131,"USA, Germany",Fox 2000 Pictures,7.6,53.0,PG-13,The Book Thief,$,76586316,$,19000000.0,0,1,0,0,0,0,1,0
1886,2013,World War Z,World War Z,2013-06-27,"Action, Adventure, Horror",116,"USA, UK, Malta",Paramount Pictures,7.0,63.0,PG-13,,$,540007876,$,190000000.0,0,0,0,0,0,0,1,0
1889,2013,Epic - Il mondo segreto,Epic,2013-05-23,"Animation, Adventure, Family",102,USA,Twentieth Century Fox Animation,6.7,52.0,PG,,$,268426634,$,100000000.0,0,0,0,0,0,1,0,0
1890,2013,Snitch - L'infiltrato,Snitch,2013-05-01,"Action, Drama, Thriller",112,"USA, United Arab Emirates, UK",Exclusive Media Group,6.4,51.0,PG-13,,$,57824674,$,15000000.0,0,0,0,0,0,0,1,0
1891,2013,Il magico mondo di Oz,Legends of Oz: Dorothy's Return,2014-06-12,"Animation, Adventure, Family",88,"USA, India",Summertime Entertainment (II),5.1,25.0,PG,,$,21755418,$,70000000.0,0,0,0,0,0,1,0,0
1896,2013,The Wolf of Wall Street,The Wolf of Wall Street,2014-01-23,"Biography, Crime, Drama",180,USA,Red Granite Pictures,8.2,75.0,R,The Wolf of Wall Street,$,392000694,$,100000000.0,0,1,0,0,0,0,0,1
1898,2013,Krrish 3,Krrish 3,2013-11-01,"Action, Sci-Fi",152,India,Film Kraft,5.2,,NR,,$,4170204,INR,17250000.0,0,0,0,0,1,0,0,0
1899,2013,Adult World,Adult World,2014-02-14,"Comedy, Drama",97,USA,Treehouse Pictures,6.1,61.0,R,,$,37887,$,4000000.0,0,0,0,0,0,0,0,1
1901,2013,Lone Survivor,Lone Survivor,2014-02-20,"Action, Biography, Drama",121,"USA, UK",Film 44,7.5,60.0,R,,$,154802912,$,40000000.0,0,0,0,0,0,0,0,1
1902,2013,The Colony,The Colony,2013-09-20,"Action, Sci-Fi, Thriller",95,"Canada, USA",Alcina Pictures,5.3,28.0,NR,,$,321310,$,16000000.0,0,0,0,0,1,0,0,0
1905,2013,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-12,"Adventure, Fantasy",161,"New Zealand, USA",Metro-Goldwyn-Mayer (MGM),7.8,66.0,PG-13,,$,958366855,$,225000000.0,0,0,0,0,0,0,1,0
1906,2013,L'amore in valigia,Baggage Claim,2013-10-10,"Comedy, Romance",96,USA,Fox Searchlight Pictures,5.1,34.0,PG-13,,$,22871096,$,8500000.0,0,0,0,0,0,0,1,0
1909,2013,Last Vegas,Last Vegas,2014-01-23,"Comedy, Drama",105,USA,CBS Films,6.6,48.0,PG-13,,$,134409025,$,28000000.0,0,0,0,0,0,0,1,0
1910,2013,Il fuoco della vendetta - Out of the Furnace,Out of the Furnace,2014-08-27,"Action, Crime, Drama",116,"UK, USA",Appian Way,6.8,63.0,R,,$,15661554,$,22000000.0,0,0,0,0,0,0,0,1
1912,2013,The Lone Ranger,The Lone Ranger,2013-07-03,"Action, Adventure, Comedy",150,USA,Walt Disney Pictures,6.4,37.0,PG-13,,$,260502115,$,215000000.0,0,0,0,0,0,0,1,0
1913,2013,Escape Plan - Fuga dall'inferno,Escape Plan,2013-10-17,"Action, Thriller",115,USA,Summit Entertainment,6.7,49.0,R,,$,137328301,$,50000000.0,0,0,0,0,0,0,0,1
1914,2013,La fine del mondo,The World's End,2013-09-26,"Comedy, Sci-Fi",109,"UK, USA, Japan",Universal Pictures,7.0,81.0,R,,$,46089287,$,20000000.0,0,0,0,0,0,0,0,1
1915,2013,Anchorman 2 - Fotti la notizia,Anchorman 2: The Legend Continues,2013-12-18,Comedy,119,USA,Paramount Pictures,6.3,61.0,PG-13,,$,173649931,$,50000000.0,0,0,0,0,0,0,1,0
1916,2013,Broken City,Broken City,2013-02-07,"Action, Crime, Drama",109,USA,Emmett/Furla/Oasis Films (EFO Films),6.2,49.0,R,,$,34737199,$,35000000.0,0,0,0,0,0,0,0,1
1917,2013,Facciamola finita,This Is the End,2013-07-18,Comedy,107,USA,Columbia Pictures,6.6,67.0,R,,$,126041322,$,32000000.0,0,0,0,0,0,0,0,1
1918,2013,Cani sciolti,2 Guns,2013-10-24,"Action, Comedy, Thriller",109,USA,Universal Pictures,6.7,55.0,R,,$,131940411,$,61000000.0,0,0,0,0,0,0,0,1
1919,2013,Wedding Palace,Wedding Palace,2013-09-27,"Comedy, Romance",98,USA,GoGoGo Entertainment,5.8,42.0,NR,,$,27183,$,1000000.0,0,0,0,0,1,0,0,0
1920,2013,La casa,Evil Dead,2013-05-09,"Fantasy, Horror, Thriller",91,USA,TriStar Pictures,6.5,57.0,R,,$,97542952,$,17000000.0,0,0,0,0,0,0,0,1
1921,2013,Dietro i candelabri,Behind the Candelabra,2013-12-05,"Biography, Drama, Music",118,USA,HBO Films,7.0,,NR,,$,13352609,$,23000000.0,0,0,0,0,1,0,0,0
1924,2013,Oldboy,Oldboy,2013-12-05,"Action, Drama, Mystery",104,USA,Good Universe,5.7,49.0,R,,$,5186767,$,30000000.0,0,0,0,0,0,0,0,1
1925,2013,Gangster Squad,Gangster Squad,2013-02-21,"Action, Crime, Drama",113,USA,Warner Bros.,6.7,40.0,R,,$,105200903,$,60000000.0,0,0,0,0,0,0,0,1
1927,2013,I segreti di Osage County,August: Osage County,2014-01-30,"Comedy, Drama",121,USA,The Weinstein Company,7.2,58.0,R,August: Osage County,$,74188937,$,25000000.0,0,1,0,0,0,0,0,1
1930,2013,Comic Movie,Movie 43,2013-09-05,Comedy,94,USA,Relativity Media,4.3,18.0,R,,$,32443111,$,6000000.0,0,0,0,0,0,0,0,1
1931,2013,47 Ronin,47 Ronin,2014-03-13,"Action, Drama, Fantasy",128,"USA, UK, Japan, Hungary",Bluegrass Films,6.3,28.0,PG-13,,$,151783839,$,175000000.0,0,0,0,0,0,0,1,0
1935,2013,Il grande Gatsby,The Great Gatsby,2013-05-16,"Drama, Romance",143,"Australia, USA",Warner Bros.,7.2,55.0,PG-13,The Great Gatsby,$,353641895,$,105000000.0,1,1,0,0,0,0,1,0
1936,2013,Il cacciatore di giganti,Jack the Giant Slayer,2013-03-28,"Adventure, Fantasy",114,UK,New Line Cinema,6.2,51.0,PG-13,,$,197687603,$,195000000.0,0,0,0,0,0,0,1,0
1937,2013,The Adventurer - Il mistero dello scrigno di Mida,The Adventurer: The Curse of the Midas Box,2014-07-04,"Adventure, Family, Fantasy",100,"UK, Spain, Belgium",Entertainment Motion Pictures (E-MOTION),5.5,39.0,PG,,$,128471,$,25000000.0,0,0,0,0,0,1,0,0
1938,2013,Prisoners,Prisoners,2013-11-07,"Crime, Drama, Mystery",153,USA,Alcon Entertainment,8.1,70.0,R,,$,122126687,$,46000000.0,0,0,0,0,0,0,0,1
1939,2013,Into Darkness - Star Trek,Star Trek Into Darkness,2013-06-12,"Action, Adventure, Sci-Fi",132,USA,Paramount Pictures,7.7,72.0,PG-13,,$,467365246,$,190000000.0,0,0,0,0,0,0,1,0
1940,2013,Riddick,Riddick,2013-09-05,"Action, Adventure, Sci-Fi",119,"Canada, USA",Riddick Canada Productions,6.4,49.0,R,,$,98337295,$,38000000.0,0,0,0,0,0,0,0,1
1941,2013,Il potere dei soldi,Paranoia,2013-09-12,"Drama, Thriller",106,"USA, India, France",Relativity Media,5.7,32.0,PG-13,,$,17056265,$,35000000.0,0,0,0,0,0,0,1,0
1943,2013,Lovelace,Lovelace,2014-05-08,"Biography, Drama",93,USA,Millennium Films,6.2,51.0,R,,$,1585583,$,10000000.0,0,0,0,0,0,0,0,1
1945,2013,Wolverine - L'immortale,The Wolverine,2013-07-25,"Action, Adventure, Sci-Fi",126,"USA, UK",Twentieth Century Fox,6.7,61.0,PG-13,,$,414828246,$,120000000.0,0,0,0,0,0,0,1,0
1946,2013,Under the Skin,Under the Skin,2014-08-28,"Drama, Horror, Sci-Fi",108,"UK, USA, Switzerland",Film4,6.3,80.0,R,Under the Skin,$,5735963,$,13300000.0,0,1,0,0,0,0,0,1
1947,2013,Filth,Filth,2013-10-04,"Comedy, Crime, Drama",97,"UK, Germany, Sweden, Belgium, USA",Steel Mill Pictures,7.1,56.0,R,Filth,$,8417248,$,5000000.0,0,1,0,0,0,0,0,1
1948,2013,Monsters University,Monsters University,2013-08-21,"Animation, Adventure, Comedy",104,USA,Walt Disney Pictures,7.3,65.0,G,,$,743559607,$,200000000.0,0,0,1,0,0,0,0,0
1958,2013,Gravity,Gravity,2013-10-03,"Drama, Sci-Fi, Thriller",91,"UK, USA, Mexico",Warner Bros.,7.7,96.0,PG-13,,$,723192705,$,100000000.0,1,0,0,0,0,0,1,0
