,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
1125,2011,Così è la vita,L!fe Happens,2012-04-13,Comedy,100,"USA, Canada",Stardust Pictures,5.6,44.0,R,,$,48041,$,930000.0,0,0,0,0,0,0,0,1
1126,2011,Killer Joe,Killer Joe,2012-10-11,"Crime, Drama, Thriller",102,USA,Voltage Pictures,6.7,62.0,R,,$,4633668,$,11000000.0,0,0,0,0,0,0,0,1
1132,2011,Screwed,Screwed,2011-06-03,"Crime, Drama",110,UK,Screwed Film,5.6,,NR,,$,34904,$,3000000.0,0,0,0,0,1,0,0,0
1142,2011,No One Killed Jessica,No One Killed Jessica,2011-01-07,"Biography, Crime, Drama",136,India,UTV Spotboy Motion Pictures,7.2,,NR,,$,634297,INR,135000.0,0,0,0,0,1,0,0,0
1145,2011,The Tunnel,The Tunnel,2011-05-19,"Horror, Mystery, Thriller",90,Australia,Distracted Media,5.9,,NR,,$,1532,$,135000.0,0,0,0,0,1,0,0,0
1146,2011,The Island,The Island,2011-10-10,"Drama, Romance",95,"Bulgaria, Sweden",Bulgarian National Television,5.0,,R,The Island,$,73676,EUR,1845000.0,0,1,0,0,0,0,0,1
1147,2011,Charlie Casanova,Charlie Casanova,2012-05-11,"Crime, Drama, Thriller",94,Ireland,Source Productions,5.3,,NR,,$,5401,EUR,1152.51,0,0,0,0,1,0,0,0
1149,2011,Your Sister's Sister,Your Sister's Sister,2012-06-29,"Comedy, Drama, Romance",90,USA,Ada Films,6.7,72.0,R,,$,3242802,$,125000.0,0,0,0,0,0,0,0,1
1150,2011,Ma come fa a far tutto?,I Don't Know How She Does It,2011-09-23,"Comedy, Romance",89,USA,The Weinstein Company,4.9,38.0,PG-13,I Don't Know How She Does It,$,31410151,$,24000000.0,0,1,0,0,0,0,1,0
1165,2011,Twixt,Twixt,2012-04-11,"Comedy, Fantasy, Horror",88,USA,American Zoetrope,4.8,40.0,R,,$,647839,$,7000000.0,0,0,0,0,0,0,0,1
1166,2011,Like Crazy,Like Crazy,2012-01-27,"Drama, Romance",86,USA,Paramount Vantage,6.7,68.0,PG-13,,$,3852409,$,250000.0,0,0,0,0,0,0,1,0
1168,2011,Silent House,Silent House,2012-03-09,"Drama, Horror, Mystery",86,"USA, France",Elle Driver,5.2,49.0,R,,$,16527747,$,2000000.0,0,0,0,0,0,0,0,1
1170,2011,Apollo 18,Apollo 18,2011-09-02,"Horror, Mystery, Sci-Fi",86,"USA, Canada",Dimension Films,5.2,24.0,PG-13,,$,26236153,$,5000000.0,0,0,0,0,0,0,1,0
1175,2011,Paranormal Activity 3,Paranormal Activity 3,2011-10-21,"Horror, Mystery, Thriller",83,USA,Paramount Pictures,5.8,59.0,R,,$,207039844,$,5000000.0,0,0,0,0,0,0,0,1
1183,2011,Rebirth,Rebirth,2011-03-07,"Action, Drama",82,"France, Thailand","Cercle, Le",4.9,,PG,,$,35784,EUR,1722000.0,0,0,0,0,0,1,0,0
1185,2011,Kill List,Kill List,2011-09-02,"Action, Crime, Horror",95,UK,Warp X,6.4,67.0,NR,,$,450275,GBP,720000.0,0,0,0,0,1,0,0,0
1186,2011,Weekend,Weekend,2011-01-06,"Action, Comedy, Crime",121,Poland,Buksfilm,3.9,,NR,,$,4689925,$,2000000.0,0,0,0,0,1,0,0,0
1195,2011,Ecstasy,Ecstasy,2012-04-20,"Drama, Romance",99,Canada,Ecstasy Film Production Services,5.1,,NR,,$,97563,CAD,4250000.0,0,0,0,0,1,0,0,0
1218,2011,Rockstar,Rockstar,2011-11-11,"Drama, Music, Musical",159,India,Eros International,7.7,,NR,,$,1651601,$,10920000.0,0,0,0,0,1,0,0,0
1225,2011,Tomboy,Tomboy,2011-10-07,Drama,82,France,Hold Up Films,7.4,74.0,NR,,$,1437501,EUR,1230000.0,0,0,0,0,1,0,0,0
1229,2011,You're Next,You're Next,2013-09-19,"Horror, Mystery, Thriller",95,"USA, UK",Snoot Entertainment,6.6,66.0,R,,$,26895481,$,1000000.0,0,0,0,0,0,0,0,1
1241,2011,Newlyweds,Newlyweds,2011-11-04,"Comedy, Drama",95,USA,Marlboro Road Gang Productions,6.3,,R,,$,5000,$,9000.0,0,0,0,0,0,0,0,1
1290,2011,Barrymore,Barrymore,2012-08-25,Drama,83,Canada,,7.2,61.0,NR,,$,59495,CAD,2550000.0,0,0,0,0,1,0,0,0
1299,2011,The Road,The Road,2011-11-30,"Crime, Drama, Horror",110,Philippines,GMA Films,5.6,71.0,R,The Road,$,942041,$,300000.0,0,1,0,0,0,0,0,1
1320,2012,On the Road,On the Road,2012-10-11,"Adventure, Drama, Romance",124,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina",MK2 Productions,6.1,56.0,R,On the Road,$,9617377,$,25000000.0,0,1,0,0,0,0,0,1
1321,2012,I tre marmittoni,The Three Stooges,2012-06-27,"Comedy, Family",92,USA,Twentieth Century Fox,5.1,56.0,PG,,$,54819301,$,30000000.0,0,0,0,0,0,1,0,0
1322,2012,John Carter,John Carter,2012-03-07,"Action, Adventure, Sci-Fi",132,USA,Walt Disney Pictures,6.6,51.0,PG-13,,$,284139100,$,250000000.0,0,0,0,0,0,0,1,0
1323,2012,The Possession,The Possession,2012-10-25,"Horror, Mystery, Thriller",92,"USA, Canada",Ghost House Pictures,5.9,45.0,PG-13,,$,85446075,$,14000000.0,0,0,0,0,0,0,1,0
1335,2012,Lincoln,Lincoln,2013-01-24,"Biography, Drama, History",150,"USA, India",DreamWorks,7.3,86.0,PG-13,Lincoln,$,275293450,$,65000000.0,0,1,0,0,0,0,1,0
1346,2012,Vita di Pi,Life of Pi,2012-12-20,"Adventure, Drama, Fantasy",127,"USA, Taiwan, UK, Canada",Fox 2000 Pictures,7.9,79.0,PG,Life of Pi,$,609016565,$,120000000.0,0,1,0,0,0,1,0,0
1348,2012,Red Tails,Red Tails,2012-01-20,"Action, Drama, History",125,USA,Twentieth Century Fox,5.9,46.0,PG-13,,$,50365498,$,58000000.0,0,0,0,0,0,0,1,0
1349,2012,Una bugia di troppo,A Thousand Words,2012-03-09,"Comedy, Drama",91,USA,DreamWorks,5.9,26.0,PG-13,,$,24397992,$,40000000.0,0,0,0,0,0,0,1,0
1351,2012,Jack Reacher - La prova decisiva,Jack Reacher,2013-01-03,"Action, Thriller",130,USA,Paramount Pictures,7.0,50.0,PG-13,,$,218340595,$,60000000.0,0,0,0,0,0,0,1,0
1353,2012,Hotel Transylvania,Hotel Transylvania,2012-11-08,"Animation, Comedy, Family",91,USA,Columbia Pictures,7.1,47.0,PG,,$,358375603,$,85000000.0,0,0,0,0,0,1,0,0
1354,2012,The Avengers,The Avengers,2012-04-25,"Action, Adventure, Sci-Fi",143,USA,Marvel Studios,8.0,69.0,PG-13,,$,1518814206,$,220000000.0,0,0,0,0,0,0,1,0
1356,2012,The Sweeney,The Sweeney,2012-09-12,"Action, Crime, Drama",112,UK,Vertigo Films,6.1,48.0,R,,$,7708312,GBP,4320000.0,0,0,0,0,0,0,0,1
1359,2012,Lo Hobbit - Un viaggio inaspettato,The Hobbit: An Unexpected Journey,2012-12-13,"Adventure, Fantasy",169,"New Zealand, USA",Metro-Goldwyn-Mayer (MGM),7.8,58.0,PG-13,,$,1017003568,$,180000000.0,0,0,0,0,0,0,1,0
1360,2012,Silent Hill: Revelation 3D,Silent Hill: Revelation,2012-10-31,"Fantasy, Horror",95,Canada,Davis-Films,5.0,16.0,R,,$,55362705,$,20000000.0,0,0,0,0,0,0,0,1
1361,2012,The Amazing Spider-Man,The Amazing Spider-Man,2012-07-04,"Action, Adventure, Sci-Fi",136,USA,Columbia Pictures,6.9,66.0,PG-13,,$,757930663,$,230000000.0,0,0,0,0,0,0,1,0
1362,2012,Hitchcock,Hitchcock,2013-04-04,"Biography, Drama, Romance",98,"USA, UK",Fox Searchlight Pictures,6.8,55.0,PG-13,,$,27039669,$,15700000.0,0,0,0,0,0,0,1,0
1363,2012,The Courier,The Courier,2012-05-17,"Action, Crime, Drama",95,USA,Films In Motion,4.5,,R,,$,58387,$,15500000.0,0,0,0,0,0,0,0,1
1370,2012,Argo,Argo,2012-11-08,"Biography, Drama, Thriller",120,"USA, UK",Warner Bros.,7.7,86.0,R,,$,232325503,$,44500000.0,1,0,0,0,0,0,0,1
1371,2012,The People I've Slept With,The People I've Slept With,2013-11-08,Comedy,89,USA,Margin Films,4.8,45.0,NR,,$,19137,$,3000000.0,0,0,0,0,1,0,0,0
1372,2012,Iron Sky - Saranno nazi vostri,Iron Sky,2012-10-11,"Action, Adventure, Comedy",93,"Finland, Germany, Australia, France, Norway, Belgium, Denmark, UK",Blind Spot Pictures Oy,5.9,,R,,$,10109659,EUR,9225000.0,0,0,0,0,0,0,0,1
1380,2012,Il lato positivo - Silver Linings Playbook,Silver Linings Playbook,2013-03-07,"Comedy, Drama, Romance",122,USA,The Weinstein Company,7.7,81.0,R,,$,236412453,$,21000000.0,0,0,0,0,0,0,0,1
1381,2012,Parental Guidance,Parental Guidance,2013-07-11,"Comedy, Family",105,USA,Twentieth Century Fox,6.0,36.0,PG,,$,119772232,$,25000000.0,0,0,0,0,0,1,0,0
1383,2012,Transit,Transit,2012-04-20,"Action, Crime, Thriller",88,USA,After Dark Films,5.8,,NR,,$,663432,$,5000000.0,0,0,0,0,1,0,0,0
1388,2012,Skyfall,Skyfall,2012-10-31,"Action, Adventure, Thriller",143,"UK, USA, Turkey",Metro-Goldwyn-Mayer (MGM),7.7,81.0,PG-13,,$,1108561013,$,200000000.0,0,0,0,0,0,0,1,0
1389,2012,Dark Shadows,Dark Shadows,2012-05-11,"Comedy, Fantasy, Horror",113,"USA, Australia, UK",Warner Bros.,6.2,55.0,PG-13,,$,245527149,$,150000000.0,0,0,0,0,0,0,1,0
1393,2012,Una ragazza a Las Vegas,Lay the Favorite,2013-06-13,"Comedy, Drama, Romance",94,"USA, UK, France",Emmett/Furla/Oasis Films (EFO Films),4.8,38.0,R,,$,1577272,$,26350000.0,0,0,0,0,0,0,0,1
1394,2012,Frankenweenie,Frankenweenie,2013-01-17,"Animation, Comedy, Family",87,USA,Walt Disney Pictures,6.9,74.0,PG,,$,81491068,$,39000000.0,0,0,0,0,0,1,0,0
1395,2012,Delhi Safari,Delhi Safari,2012-10-19,"Animation, Adventure, Comedy",96,India,Golden Network Asia,5.7,37.0,PG,,$,3096376,$,15000000.0,0,0,0,0,0,1,0,0
1397,2012,The Bourne Legacy,The Bourne Legacy,2012-09-07,"Action, Adventure, Thriller",135,"USA, Japan",Universal Pictures,6.7,61.0,PG-13,,$,276144750,$,125000000.0,0,0,0,0,0,0,1,0
1398,2012,5 anni di fidanzamento,The Five-Year Engagement,2012-09-28,"Comedy, Romance",124,"USA, Japan",Universal Pictures,6.2,62.0,R,,$,54169363,$,30000000.0,0,0,0,0,0,0,0,1
1399,2012,Middle of Nowhere,Middle of Nowhere,2014-09-01,Drama,97,USA,Forward Movement,6.3,75.0,R,,$,236806,$,200000.0,0,0,0,0,0,0,0,1
1400,2012,Lawless,Lawless,2012-11-29,"Crime, Drama",116,USA,The Weinstein Company,7.3,58.0,R,,$,55404207,$,26000000.0,0,0,0,0,0,0,0,1
1401,2012,Ribelle: The Brave,Brave,2012-09-05,"Animation, Adventure, Comedy",93,"USA, UK",Walt Disney Pictures,7.1,69.0,PG,,$,538983207,$,185000000.0,1,0,0,0,0,1,0,0
1402,2012,Trilli e il segreto delle ali,Secret of the Wings,2012-11-21,"Animation, Family, Fantasy",75,"USA, India, UK",Walt Disney Pictures,7.1,,G,,$,627018,$,35000000.0,0,0,1,0,0,0,0,0
1403,2012,Not Fade Away,Not Fade Away,2013-07-19,Drama,112,USA,Chase Films,6.0,65.0,R,,$,636399,$,20000000.0,0,0,0,0,0,0,0,1
1404,2012,Indovina perché ti odio,That's My Boy,2012-06-15,Comedy,116,USA,Columbia Pictures,5.5,31.0,R,,$,57719093,$,70000000.0,0,0,0,0,0,0,0,1
1405,2012,21 Jump Street,21 Jump Street,2012-06-15,"Action, Comedy, Crime",109,USA,Columbia Pictures,7.2,69.0,R,,$,201585328,$,42000000.0,0,0,0,0,0,0,0,1
1407,2012,Red Dawn - Alba rossa,Red Dawn,2012-11-21,"Action, Drama",93,USA,FilmDistrict,5.4,31.0,PG-13,,$,50950296,$,65000000.0,0,0,0,0,0,0,1,0
1409,2012,Looper,Looper,2013-01-31,"Action, Drama, Sci-Fi",113,"USA, China",TriStar Pictures,7.4,84.0,R,,$,176506819,$,30000000.0,0,0,0,0,0,0,0,1
1410,2012,Madagascar 3 - Ricercati in Europa,Madagascar 3: Europe's Most Wanted,2012-08-22,"Animation, Adventure, Comedy",95,USA,DreamWorks Animation,6.8,60.0,PG,,$,746921274,$,145000000.0,0,0,0,0,0,1,0,0
1411,2012,Vicini del terzo tipo,The Watch,2012-11-08,"Comedy, Sci-Fi",102,USA,Twentieth Century Fox,5.7,36.0,R,,$,68267862,$,68000000.0,0,0,0,0,0,0,0,1
1413,2012,Cercasi amore per la fine del mondo,Seeking a Friend for the End of the World,2013-01-17,"Adventure, Comedy, Drama",101,USA,Focus Features,6.7,59.0,R,,$,11681781,$,10000000.0,0,0,0,0,0,0,0,1
1414,2012,Jimmy Bobo - Bullet to the Head,Bullet to the Head,2013-04-04,"Action, Crime, Thriller",92,"USA, India, Switzerland",IM Global,5.7,48.0,R,,$,21947209,$,45000000.0,0,0,0,0,0,0,0,1
1415,2012,Ho cercato il tuo nome,The Lucky One,2012-04-25,"Drama, Mystery, Romance",101,USA,Warner Bros.,6.5,39.0,PG-13,The Lucky One,$,99357138,$,25000000.0,0,1,0,0,0,0,1,0
1417,2012,Rock of Ages,Rock of Ages,2012-06-20,"Comedy, Drama, Musical",123,USA,New Line Cinema,5.9,47.0,PG-13,,$,59418613,$,75000000.0,0,0,0,0,0,0,1,0
1418,2012,Dredd - Il giudice dell'apocalisse,Dredd,2012-09-07,"Action, Crime, Sci-Fi",95,"UK, South Africa, USA, India",DNA Films,7.1,60.0,R,,$,41037742,$,50000000.0,0,0,0,0,0,0,0,1
1419,2012,Il cavaliere oscuro - Il ritorno,The Dark Knight Rises,2012-08-29,"Action, Adventure",164,"UK, USA",Warner Bros.,8.4,78.0,PG-13,,$,1081133191,$,250000000.0,0,0,0,0,0,0,1,0
1420,2012,La fredda luce del giorno,The Cold Light of Day,2012-05-18,"Action, Adventure, Thriller",93,"USA, Spain",Summit Entertainment,4.9,22.0,PG-13,,$,16863583,$,20000000.0,0,0,0,0,0,0,1,0
1421,2012,Cloud Atlas,Cloud Atlas,2013-01-10,"Action, Drama, Mystery",172,"USA, Germany, Hong Kong, Singapore, China",Cloud Atlas Productions,7.4,55.0,R,Cloud Atlas,$,130482868,$,102000000.0,0,1,0,0,0,0,0,1
1422,2012,Upside Down,Upside Down,2013-02-28,"Drama, Fantasy, Romance",109,"Canada, France",Upside Down Films,6.4,45.0,PG-13,,$,22187813,$,60000000.0,0,0,0,0,0,0,1,0
1424,2012,La regola del silenzio - The Company You Keep,The Company You Keep,2012-12-20,"Drama, Thriller",125,"USA, Canada",Voltage Pictures,6.4,57.0,R,,$,20014680,$,2000000.0,0,0,0,0,0,0,0,1
1427,2012,Total Recall - Atto di forza,Total Recall,2012-10-11,"Action, Adventure, Sci-Fi",118,"USA, Canada",Total Recall,6.3,43.0,PG-13,,$,198467168,$,125000000.0,0,0,0,0,0,0,1,0
1428,2012,Uomini di parola,Stand Up Guys,2013-07-11,"Comedy, Crime, Thriller",95,USA,Lionsgate,6.5,41.0,R,,$,5072654,$,15000000.0,0,0,0,0,0,0,0,1
1429,2012,Hunger Games,The Hunger Games,2012-05-01,"Action, Adventure, Sci-Fi",142,USA,Lionsgate,7.2,68.0,PG-13,The Hunger Games,$,694394724,$,78000000.0,0,1,0,0,0,0,1,0
1431,2012,Taken - La vendetta,Taken 2,2012-10-11,"Action, Thriller",92,"France, USA, Turkey",EuropaCorp,6.3,45.0,PG-13,,$,376141306,$,45000000.0,0,0,0,0,0,0,1,0
1432,2012,Viaggio nell'isola misteriosa,Journey 2: The Mysterious Island,2012-02-24,"Action, Adventure, Comedy",94,USA,New Line Cinema,5.8,41.0,PG,,$,335260290,$,79000000.0,0,0,0,0,0,1,0,0
1435,2012,Qualcosa di straordinario,Big Miracle,2012-02-24,"Biography, Drama, Family",107,"USA, UK",Universal Pictures,6.5,61.0,PG,,$,24740061,$,40000000.0,0,0,0,0,0,1,0,0
1437,2012,Disconnect,Disconnect,2014-01-09,"Drama, Thriller",115,USA,LD Entertainment,7.5,64.0,R,,$,3428048,$,10000000.0,0,0,0,0,0,0,0,1
1438,2012,The Apparition,The Apparition,2012-10-04,"Horror, Thriller",83,"USA, Germany",Warner Bros.,4.1,18.0,PG-13,,$,11350665,$,17000000.0,0,0,0,0,0,0,1,0
1440,2012,Shark 3D,Bait,2012-09-05,"Action, Adventure, Drama",93,"Australia, Singapore, China",Bait Productions,5.2,,R,,$,33492566,AUD,24900000.0,0,0,0,0,0,0,0,1
1442,2012,Battleship,Battleship,2012-04-13,"Action, Adventure, Sci-Fi",131,USA,Universal Pictures,5.8,41.0,PG-13,,$,303025485,$,209000000.0,0,0,0,0,0,0,1,0
1444,2012,Quartet,Quartet,2013-01-24,"Comedy, Drama",98,UK,Headline Pictures,6.8,64.0,PG-13,,$,59520298,$,11000000.0,0,0,0,0,0,0,1,0
1445,2012,Le 5 leggende,Rise of the Guardians,2012-11-29,"Animation, Action, Adventure",97,USA,DreamWorks Animation,7.3,58.0,PG,,$,306941670,$,145000000.0,0,0,0,0,0,1,0,0
1446,2012,Prometheus,Prometheus,2012-09-14,"Adventure, Mystery, Sci-Fi",124,"USA, UK",Twentieth Century Fox,7.0,64.0,R,,$,403354469,$,130000000.0,0,0,0,0,0,0,0,1
1447,2012,L'incredibile vita di Timothy Green,The Odd Life of Timothy Green,2012-08-15,"Comedy, Drama, Family",105,USA,Monsterfoot Productions,6.6,47.0,PG,,$,56012642,$,25000000.0,0,0,0,0,0,1,0,0
1449,2012,Cosmopolis,Cosmopolis,2012-05-25,"Crime, Drama, Fantasy",109,"Canada, France, Portugal, Italy",Alfama Films,5.1,58.0,R,Cosmopolis,$,7029095,$,20500000.0,0,1,0,0,0,0,0,1
1452,2012,30 Beats,30 Beats,2012-11-16,"Comedy, Romance",88,"France, USA",Latitude 49 Production,4.1,20.0,R,,$,14693,$,1000000.0,0,0,0,0,0,0,0,1
1453,2012,The Raven,The Raven,2012-03-23,"Crime, Mystery, Thriller",110,"USA, Spain, Hungary, Serbia",Intrepid Pictures,6.4,44.0,R,The Raven,$,29699345,$,26000000.0,0,1,0,0,0,0,0,1
1454,2012,Zambezia,Zambezia,2013-02-07,"Animation, Adventure, Comedy",83,South Africa,Cinema Management Group,5.8,,G,,$,34428345,$,20000000.0,0,0,1,0,0,0,0,0
1455,2012,The Iceman,The Iceman,2015-02-05,"Biography, Crime, Drama",106,USA,Bleiberg Entertainment,6.8,60.0,R,,$,4552970,$,10000000.0,0,0,0,0,0,0,0,1
1457,2012,The Paperboy,The Paperboy,2012-10-17,"Crime, Drama, Mystery",107,USA,Millennium Films,5.8,45.0,R,,$,3783865,$,12500000.0,0,0,0,0,0,0,0,1
1458,2012,Dark Tide,Dark Tide,2012-04-12,"Action, Adventure, Drama",114,"USA, UK, South Africa, Germany, France",Alliance Cinema,4.3,23.0,PG-13,,$,1167612,$,25000000.0,0,0,0,0,0,0,1,0
1462,2012,Contraband,Contraband,2012-07-25,"Action, Crime, Drama",109,"USA, UK, France",Universal Pictures,6.5,51.0,R,,$,96262212,$,25000000.0,0,0,0,0,0,0,0,1
1463,2012,Grabbers - Hangover finale,Grabbers,2012-08-10,"Action, Adventure, Comedy",94,"Ireland, UK",Forward Films,6.3,62.0,NR,,$,427335,GBP,5760000.0,0,0,0,0,1,0,0,0
1464,2012,Byzantium,Byzantium,2013-05-31,"Drama, Fantasy, Horror",118,"UK, USA, Ireland",Demarest Films,6.5,66.0,R,,$,828284,GBP,11520000.0,0,0,0,0,0,0,0,1
1466,2012,Il matrimonio che vorrei,Hope Springs,2012-10-18,"Comedy, Drama, Romance",100,"USA, Canada",Columbia Pictures,6.3,65.0,PG-13,,$,114281051,$,30000000.0,0,0,0,0,0,0,1,0
1467,2012,Quello che so sull'amore,Playing for Keeps,2013-01-10,"Comedy, Romance, Sport",105,USA,Eclectic Pictures,5.7,27.0,PG-13,Playing for Keeps,$,30962335,$,35000000.0,0,1,0,0,0,0,1,0
1469,2012,Vamps,Vamps,2012-11-02,"Comedy, Horror, Romance",92,USA,Lucky Monkey Pictures,5.2,57.0,PG-13,,$,92748,$,16000000.0,0,0,0,0,0,0,1,0
1470,2012,Senza freni,Premium Rush,2012-08-24,"Action, Thriller",91,USA,Columbia Pictures,6.5,66.0,PG-13,,$,31083599,$,35000000.0,0,0,0,0,0,0,1,0
1474,2012,The Master,The Master,2013-01-03,Drama,138,USA,The Weinstein Company,7.2,86.0,R,,$,28258060,$,32000000.0,0,0,0,0,0,0,0,1
1475,2012,L'altra faccia del diavolo,The Devil Inside,2012-03-16,Horror,83,USA,Insurge Pictures,4.2,18.0,R,,$,101758490,$,1000000.0,0,0,0,0,0,0,0,1
1477,2012,Viaggio in paradiso,Get the Gringo,2012-06-01,"Action, Crime, Drama",96,"USA, Mexico",Icon Productions,7.0,60.0,R,,$,8826837,$,20000000.0,0,0,0,0,0,0,0,1
1478,2012,40 carati,Man on a Ledge,2012-02-10,"Action, Adventure, Crime",102,USA,Summit Entertainment,6.6,40.0,PG-13,,$,47636031,$,42000000.0,0,0,0,0,0,0,1,0
1481,2012,Hates - House at the End of the Street,House at the End of the Street,2013-06-13,"Drama, Horror, Thriller",101,"Canada, USA",Relativity Media,5.6,31.0,PG-13,,$,44287131,$,10000000.0,0,0,0,0,0,0,1,0
1482,2012,Che cosa aspettarsi quando si aspetta,What to Expect When You're Expecting,2012-09-14,"Comedy, Drama, Romance",110,USA,Lionsgate,5.7,41.0,PG-13,What to Expect When You're Expecting,$,84384002,$,40000000.0,0,1,0,0,0,0,1,0
1484,2012,Act of Valor,Act of Valor,2012-04-04,"Action, Adventure, Thriller",110,USA,Relativity Media,6.5,40.0,R,,$,82499399,$,12000000.0,0,0,0,0,0,0,0,1
1485,2012,Lockout,Lockout,2012-07-25,"Action, Sci-Fi, Thriller",95,"France, USA",EuropaCorp,6.1,48.0,PG-13,,$,32948113,$,20000000.0,0,0,0,0,0,0,1,0
1487,2012,LOL - Pazza del mio migliore amico,LOL,2012-08-17,"Comedy, Drama, Romance",97,USA,Double Feature Films,4.4,,PG-13,,$,10578643,$,11000000.0,0,0,0,0,0,0,1,0
1489,2012,Una spia non basta,This Means War,2012-04-20,"Action, Comedy, Romance",103,USA,Overbrook Entertainment,6.3,31.0,PG-13,,$,156491279,$,65000000.0,0,0,0,0,0,0,1,0
1490,2012,The Woman in Black,The Woman in Black,2012-03-02,"Drama, Fantasy, Horror",95,"UK, Canada, USA, Sweden",CBS Films,6.4,62.0,PG-13,The Woman in Black,$,128955898,$,17000000.0,0,1,0,0,0,0,1,0
1492,2012,One for the Money,One for the Money,2012-01-27,"Action, Comedy, Crime",91,USA,Lakeshore Entertainment,5.3,22.0,PG-13,One for the Money,$,38084162,$,40000000.0,0,1,0,0,0,0,1,0
1493,2012,Cleanskin,Cleanskin,2012-03-09,"Action, Crime, Drama",108,UK,The UK Film Studio,6.3,,NR,,$,79664,GBP,2880000.0,0,0,0,0,1,0,0,0
1494,2012,Safe House - Nessuno è al sicuro,Safe House,2012-03-02,"Action, Thriller",115,"South Africa, Japan, USA",Universal Pictures,6.7,52.0,R,,$,208076205,$,85000000.0,0,0,0,0,0,0,0,1
1495,2012,2 giorni a New York,2 Days in New York,2014-01-09,"Comedy, Drama, Romance",96,"France, Germany, Belgium",Polaris Film Production & Finance,6.0,61.0,R,,$,4058113,$,8000000.0,0,0,0,0,0,0,0,1
1500,2012,Amour,Amour,2012-10-25,"Drama, Romance",127,"Austria, France, Germany",Les Films du Losange,7.9,94.0,PG-13,,$,29664140,$,8900000.0,0,0,0,0,0,0,1,0
1501,2012,ATM - Trappola mortale,ATM,2012-02-17,"Horror, Thriller",90,"USA, Canada",Gold Circle Films,4.7,34.0,R,,$,921752,$,3000000.0,0,0,0,0,0,0,0,1
1502,2012,My Uncle Rafael,My Uncle Rafael,2012-09-21,Comedy,102,USA,World Entertainment Connections,5.9,36.0,PG-13,,$,243616,$,1300000.0,0,0,0,0,0,0,1,0
1503,2012,American Pie: Ancora insieme,American Reunion,2012-05-04,Comedy,113,USA,Universal Pictures,6.7,49.0,R,,$,234989584,$,50000000.0,0,0,0,0,0,0,0,1
1504,2012,La memoria del cuore,The Vow,2012-07-25,"Drama, Romance",104,"USA, Canada",Screen Gems,6.8,43.0,PG-13,,$,196114570,$,30000000.0,0,0,0,0,0,0,1,0
1507,2012,La leggenda del cacciatore di vampiri,Abraham Lincoln: Vampire Hunter,2012-07-20,"Action, Fantasy, Horror",105,"USA, Russia",Abraham Productions,5.9,42.0,R,Abraham Lincoln: Vampire Hunter,$,116471580,$,69000000.0,0,1,0,0,0,0,0,1
1509,2012,Le belve,Savages,2012-10-25,"Crime, Drama, Thriller",131,USA,Ixtlan,6.5,59.0,R,,$,82966152,$,45000000.0,0,0,0,0,0,0,0,1
1510,2012,Think Like a Man,Think Like a Man,2012-04-20,"Comedy, Romance",123,USA,Screen Gems,6.6,51.0,PG-13,,$,96070507,$,12000000.0,0,0,0,0,0,0,1,0
1512,2012,ParaNorman,ParaNorman,2012-10-11,"Animation, Adventure, Comedy",92,USA,Focus Features,7.0,72.0,PG,,$,107139399,$,60000000.0,0,0,0,0,0,1,0,0
1514,2012,Chasing Mavericks - Sulla cresta dell'onda,Chasing Mavericks,2012-10-26,"Biography, Drama, Sport",116,USA,Fox 2000 Pictures,7.2,45.0,PG,,$,7942116,$,20000000.0,0,0,0,0,0,1,0,0
1516,2012,Project X - Una festa che spacca,Project X,2012-06-06,Comedy,88,USA,Green Hat Films,6.6,48.0,R,,$,102731865,$,12000000.0,0,0,0,0,0,0,0,1
1517,2012,Ted,Ted,2012-10-04,Comedy,106,USA,Universal Pictures,6.9,62.0,R,,$,549368315,$,50000000.0,0,0,0,0,0,0,0,1
1519,2012,The Expatriate - In fuga dal nemico,Erased,2014-01-02,"Action, Thriller",100,"USA, Canada, Belgium, UK",Entertainment Motion Pictures (E-MOTION),6.1,34.0,R,,$,1314735,EUR,14760000.0,0,0,0,0,0,0,0,1
1520,2012,Il dittatore,The Dictator,2012-06-15,Comedy,83,USA,Paramount Pictures,6.4,58.0,R,,$,179379533,$,65000000.0,0,0,0,0,0,0,0,1
1521,2012,La furia dei titani,Wrath of the Titans,2012-03-30,"Action, Adventure, Fantasy",99,"Spain, USA",Warner Bros.,5.7,37.0,PG-13,,$,301970083,$,150000000.0,0,0,0,0,0,0,1,0
1522,2012,Colpi da maestro,Here Comes the Boom,2012-10-12,"Action, Comedy, Sport",105,USA,Columbia Pictures,6.4,40.0,PG,,$,73100172,$,42000000.0,0,0,0,0,0,1,0,0
1531,2012,Stolen,Stolen,2012-09-06,"Action, Crime, Thriller",96,USA,Millennium Films,5.5,43.0,NR,Stolen,$,17415418,$,35000000.0,0,1,0,0,1,0,0,0
1533,2012,Safe,Safe,2012-04-27,"Action, Crime, Thriller",94,USA,IM Global,6.5,55.0,R,,$,41564670,$,30000000.0,0,0,0,0,0,0,0,1
