title,year,date_published,genre,duration,country,language,director,writer,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors,genre_first,genre2,month,season,director_power,book_label,production_power,actor1,actor2,actor3,actor4,actor5,writer1,writer2,director1,director2,title,genre,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
La guerra dei sessi,2014,2014-06-20,"Comedy, Romance",106,USA,English,Tim Story,"Keith Merryman, David A. Newman",5.8,24000000,70181428,38,PG-13,"Kevin Hart, Gabrielle Union, Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Terrence Jenkins, Taraji P. Henson, Jenifer Lewis, Dennis Haysbert, Romany Malco, Gary Owen, Wendi McLendon-Covey, David Walton, La La Anthony, Jim Piddock, Wendy Williams, Caleel Harris, Angela Gibbs, Winnie Luenell, Chelsea Dawn, Derek J. Watkins, Ernestine Johnson, George Wallace, Ray Proscia, Will Packer, Janina Gavankar, Malea Rose, Nicholas Guilak, Pedro Miguel Arce, Terrell Carter, Chasty Ballesteros, Jason Suhrke, Morann Peri, Jeff Corbett, Corey Holcomb, Paul Campanella, Charles Goldsmith, Courtney Michelle Enea, Jordan Bondurant, Floyd Mayweather Jr., Coco, Sheila Joy Burford, Teresa Mcauliffe, Kristel Nichols, Brian Ventimiglia, Roni Meron, Kastika Xhurka, Brenda Vivian, Drake, Ndamukong Suh, Steven R. Jackson, Steve Terada, Ronald DeVoe, JT Jackson, Jason Sarcinelli, Rick Rockne, Denny Ogden, Dan Rossi",Comedy,"['Comedy', 'Romance']",Jun,Summer,466689490,0,198604880,Kevin Hart, Gabrielle Union, Adam Brody, Michael Ealy, Jerry Ferrara,Keith Merryman, David A. Newman,Tim Story,,Filly Brown,"Drama, Music",2940411,2000000,147.02055000000001,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Money Monster - L'altra faccia del denaro,2016,2016-05-12,"Crime, Drama, Thriller",98,USA,"English, Korean, Icelandic, Russian",Jodie Foster,"Jamie Linden, Alan DiFiore",6.5,27000000,93282604,55,R,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West, Caitriona Balfe, Giancarlo Esposito, Christopher Denham, Lenny Venito, Chris Bauer, Dennis Boutsikaris, Condola Rashad, Greta Lee, Emily Meade, Aaron Yoo, Carsey Walker Jr., Carsey Walker, Jr., James Warden, Joseph D. Reitman, Olivia Luccardi, Grizz Chapman, Robert C. Kirk, Genevieve Adams, Daoud Heidami, Anthony De Sando, Iván Martín, John Ventimiglia, Dominic Colón, Chad Jennings, Cliff Moylan, Brian Edwards, Jimmy Lee Gary Jr., Frantzy Orisma, Charlie Thurston, Patricia Dunnock, Michael Sahr Ngaujah, Vernon Campbell, Darri Ingolfsson, Hyejin Jang, Svavar James Kristjansson, Daniel K.. Isaac, Makhaola Ndebele, Jamar Greene, Rob Falcone, David Healy, Matt Walton, Katie McGee, Jenny Joslin, Pun Bandhu, Bobby Kruger, Jake Choi, Nick Boraine, Tyalaxandar, Jeff Witzke, Diomargy Nunez, Grant Rosenmeyer, Mizel Faison, Bryan Burton, Frank Pando, Rina Mejia, Katy Grenfell, Tanisha Scott, Shauna Mitchell, Pedro Morillo Jr., Tamara Treadwell, Kaeche Liburd, Whanita King, Andrew James, Jennifer Dong",Crime,"['Crime', 'Drama', 'Thriller']",May,Spring,100577404,0,1313563368,George Clooney, Julia Roberts, Jack O'Connell, Dominic West, Caitriona Balfe,Jamie Linden, Alan DiFiore,Jodie Foster,,Fuga in tacchi a spillo,"Action, Comedy, Crime",51380201,35000000,146.8005742857143,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ghost Movie,2013,2013-01-17,"Comedy, Fantasy, Horror",86,USA,"English, Spanish",Michael Tiddes,"Marlon Wayans, Rick Alvarez",5.0,2500000,60159584,20,R,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Affion Crockett, Andrew Daly, Alanna Ubach, Marlene Forte, Dave Sheridan, JB Smoove, Robin Thede",Comedy,"['Comedy', 'Fantasy', 'Horror']",Jan,Winter,107745814,0,71179986,Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner,Marlon Wayans, Rick Alvarez,Michael Tiddes,,Lottery Ticket,Comedy,24719879,17000000,145.41105294117648,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Big Hero 6,2014,2014-12-18,"Animation, Action, Adventure",102,USA,English,"Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird",7.8,165000000,657868146,74,PG,"Ryan Potter, Scott Adsit, Jamie Chung, Damon Wayans Jr., Daniel Henney, Maya Rudolph, James Cromwell, Alan Tudyk, Damon Wayans Jnr., Abraham Benrubi, Genesis Rodriguez, Katie Lowes, Billy Bush, Daniel Gerson, Paul Briggs, Charlotte Gulezian, David Shaughnessey, Stan Lee, T.J. Miller",Animation,"['Animation', 'Action', 'Adventure']",Dec,Winter,657868146,0,657868146,Ryan Potter, Scott Adsit, Jamie Chung, Damon Wayans Jr., Daniel Henney,Jordan Roberts, Robert L. Baird,Don Hall, Chris Williams,30 Minutes or Less,"Action, Comedy, Crime",40662632,28000000,145.22368571428572,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Condannato a combattere - The Forgiven,2017,2018-03-09,Thriller,115,UK,English,Roland Joff�,"Michael Ashton, Roland Joff�",5.9,15000000,42213,41,R,"Forest Whitaker, Eric Bana, Jeff Gum, Morne Visser, Terry Norton, Thandi Makhubele, Debbie Sherman",Thriller,['Thriller'],Mar,Spring,4481283,0,42213,Forest Whitaker, Eric Bana, Jeff Gum, Morne Visser, Terry Norton,Michael Ashton, Roland Joff�,Roland Joff�,,Diana - La storia segreta di Lady D,"Biography, Drama, Romance",21766271,15000000,145.10847333333334,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Spider-Man: Homecoming,2017,2017-07-06,"Action, Adventure, Sci-Fi",133,USA,"English, Spanish",Jon Watts,"Jonathan Goldstein, John Francis Daley",7.4,175000000,880166924,73,PG-13,"Tom Holland (II), Michael Keaton, Robert Downey Jr., Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Abraham Attah, Hannibal Buress, Kenneth Choi, Selenis Leyva, Angourie Rice, Martin Starr, Garcelle Beauvais, Michael Chernus, Michael Mando, Logan Marshall-Green, Jennifer Connelly, Gary Weeks, Christopher Berry, Jorge Lendeborg Jr., Tunde Adebimpe, Tiffany Espensen, Isabella Amara, Michael Barbieri, JJ Totah, Hemky Madera, Zach Cherry, Kirk R. Thatcher, Yu Lew, Sondra James, Bob Adrian, Gary Richardson, Stan Lee, Joe Hang, Wayne Pére, Chris Evans, Alexa Laraki, Liza Fagin, Kerry Condon, John Penick, Ethan Dizon, Amy Hill, Miles Mussenden, Martha Kelly, Kevin N. LaRosa, Ren Colley, Jennifer Kim, Ari Groover, Louis Gonzalez, Stewart Steinberg, Andy Powers, Omar Capra, Nitin Nohria, Vince Foster, Brian Schaeffer",Action,"['Action', 'Adventure', 'Sci-Fi']",Jul,Summer,884692185,0,14480294208,Tom Holland (II), Michael Keaton, Robert Downey Jr., Gwyneth Paltrow, Zendaya,Jonathan Goldstein, John Francis Daley,Jon Watts,,Cambio vita,"Comedy, Fantasy",75450437,52000000,145.09699423076924,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Black Sea,2014,2015-04-16,"Adventure, Drama, Thriller",114,"UK, Russia, USA","English, Russian",Kevin Macdonald,Dennis Kelly,6.4,11179600,4070789,62,R,"Jude Law, Scoot McNairy, Ben Mendelsohn, David Threlfall, Karl Davies, Michael Smiley, Jodie Whittaker, Tobias Menzies, Grigoriy Dobrygin, Llewella Gideon, Gus Barry, Konstantin Khabenskiy, Daniel Ryan",Adventure,"['Adventure', 'Drama', 'Thriller']",Apr,Spring,42986235,0,1681312200,Jude Law, Scoot McNairy, Ben Mendelsohn, David Threlfall, Karl Davies,Dennis Kelly,,Kevin Macdonald,,Battleship,"Action, Adventure, Sci-Fi",303025485,209000000,144.98827033492822,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Il libro della vita,2014,2015-05-28,"Animation, Adventure, Comedy",95,USA,"English, Spanish",Jorge R. Guti�_rez,"Jorge R. Guti�_rez, Doug Langdale",7.3,50000000,99783556,67,PG,"Channing Tatum, Zoe Saldana, Diego Luna, Christina Applegate, Ice Cube, Kate del Castillo, Ron Perlman, Cheech Marin, Plácido Domingo, Hector Elizondo, Ana de la Reguera, Eugenio Derbez, Gabriel Iglesias, Ricardo Sanchez, Danny Trejo, Carlos Alazraqui, Emil-Bastien Bouffard, Elias Garza, Genesis Ochoa, Jorge R. Gutierrez, Trey Bumpass, Dan Navarro, Kennedy Peil, Miguel Sandoval, Grey DeLisle, Ben Gleib, Sandra Equihua, Callahan Clark, Gunnar Sizemore, Angélica María, Eric Bauza, Aron Warner, Sandra Echeverría, Tonita Castro, Troy Evans, Guillermo del Toro",Animation,"['Animation', 'Adventure', 'Comedy']",May,Spring,99783556,1,210170628,Channing Tatum, Zoe Saldana, Diego Luna, Christina Applegate, Ice Cube,Jorge R. Guti�_rez, Doug Langdale,Jorge R. Guti�_rez,,Lo schiaccianoci e i quattro regni,"Adventure, Family, Fantasy",173961069,120000000,144.9675575,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kung Fu Panda 3,2016,2016-03-17,"Animation, Action, Adventure",95,"China, USA",English,"Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger",7.1,145000000,521170825,66,PG,"Kate Hudson, David Cross, Carter Hastings, Mia Sinclair Jenness, Gus Culligan, Lena Golia, Samuel Black, Joseph Izzo, Lindsay Russell, Barbara Dirickson, Al Roker, Willie Geist, Fred Tatasciore, Pax Jolie-Pitt, Zahara Jolie-Pitt, Knox Jolie-Pitt, April Hong, Ming Tsai, Mick Wingert, Stephen Kearin, Kelly Cooney, Megan Richie, Mike Mitchell, Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, Jackie Chan, Seth Rogen, Lucy Liu, James Hong, Ann Ceurvels, Tanja Dexters, Maarten Vancoillie, Dorothee Dauwe, Mylène Jampanoï, J.K. Simmons, Randall Duk Kim, Steele Gagnon, Liam Knight, Wayne Knight, Manu Payet, Emmanuel Jacomy, Pierre Arditi, Jérémie Covillault, William Coryn, Xavier Fagnon, Marc Arnaud",Animation,"['Animation', 'Action', 'Adventure']",Mar,Spring,521170825,0,526635710,Kate Hudson, David Cross, Carter Hastings, Mia Sinclair Jenness, Gus Culligan,Jonathan Aibel, Glenn Berger,Alessandro Carloni, Jennifer Yuh Nelson,Fottute!,"Action, Adventure, Comedy",60845711,42000000,144.8707404761905,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L'amore bugiardo - Gone Girl,2014,2014-12-18,"Drama, Mystery, Thriller",149,USA,English,David Fincher,"Gillian Flynn, Gillian Flynn",8.1,61000000,369330363,79,R,"Ben Affleck, Rosamund Pike, Tyler Perry, Neil Patrick Harris, David Clennon, Carrie Coon, Scoot McNairy, Kim Dickens, Lisa Banes, Missi Pyle, Emily Ratajkowski, Casey Wilson, Lola Kirke, Boyd Holbrook, Sela Ward, Lee Norris, Jamie McShane, Leonard Kelly-Young, Kathleen Rose Perkins, RL Pete Housman, Lynn Adrianna, Mark Atteberry, Darin Cooper, Kate Campbell, Brett Leigh, Antonio St. James, Lauren Glazier, Julia Prud'homme, Cooper Thornton, Casey Ruggieri, Cyd Strittmatter, Ashley Didion, Lexis Nutt, L.A. Williams, Blake Sheldon, Sean Guse, Ricky Wood, Fred Cross, Scott Takeda, Donna Rusch, Kathy Sweeney-Meadows, Mark T. Anderson, Patrick Fugit",Drama,"['Drama', 'Mystery', 'Thriller']",Dec,Winter,826868108,1,14699910437,Ben Affleck, Rosamund Pike, Tyler Perry, Neil Patrick Harris, David Clennon,Gillian Flynn, Gillian Flynn,David Fincher,,Loving - L'amore deve nascere libero,"Biography, Drama, Romance",12957265,9000000,143.9696111111111,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Magic Mike XXL,2015,2015-09-24,"Comedy, Drama, Music",115,USA,English,Gregory Jacobs,Reid Carolin,5.6,14800000,117813057,60,R,"Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodriguez, Gabriel Iglesias, Amber Heard, Donald Glover, Andie MacDowell, Elizabeth Banks, Jada Pinkett Smith, Michael Strahan, Juan Piedrahita, Sharon Blackwood, Alison Faulk, Josh Diogo, Vicky Vox, Javier Madrid, Dashaun Wesley, Carrie Anne Hunt, Crystal Hunt, Raeden Greer, Lindsey N. Moser, Savannah Southern-Smith, Mel Chude, Stephen 'tWitch' Boss, Luke Broadlick, Belle Eseoghene Omabele, Julia Black, Kimberley Drummond, Judi Blair, Valerie Payton, Tequilla Whitfield, Sydney Sims, Jane McNeil, Rhoda Griffis, Ann Hamilton, Mary Kraft, Brandon Suave, Tyler Shackelford, George Bruer, Chad Darnell, Adam Martingano, Viktor Derkach, Billy Reilich, Deidre Goodwin, Natalie Pero, Sarah Bassak, Kathy Deitch, Haviland Stillwell, Sonya Golub, Teresa Espinosa, Eboni A. Johnson",Comedy,"['Comedy', 'Drama', 'Music']",Sep,Fall,117813057,0,18585852641,Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodriguez,Reid Carolin,,Gregory Jacobs,,Please Give,"Comedy, Drama",4313829,3000000,143.7943,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
These Final Hours - 12 ore alla fine,2013,2014-11-20,"Drama, Sci-Fi, Thriller",87,Australia,English,Zak Hilditch,Zak Hilditch,6.7,1961287,360234,61,R,"Nathan Phillips, Angourie Rice, Jessica De Gouw, Kathryn Beck, Sarah Snook, Daniel Henshall, David Field, Lynette Curran, Nelson Aspen, Zaydah-Lee, Korum Ellis, Peter Docker, Justin Burford, David Partridge, Talei Howell-Price, Phil Bennett, Paul Montague, Lauren Cleary, Brendan Johansen, Matt Lovkis, Lauren Thomas, Ben Sutton, Aron Dyer, Kingsley Judd, Flynn Lockwood, Troy Coward, Lara Bezuidenhout, Michael McCall, Benj Daddario, Emily Crew, Caleb Helm, Alison Van Reelen, Wendy Burns, Keiko Kalaitzis, Brendan Kalin, Leanne Curran, Loukia Clemeno, Josephine Hirst, Ryan Knight, Neil Stewart, Samantha Harper, Antonio Barimen",Drama,"['Drama', 'Sci-Fi', 'Thriller']",Nov,Fall,360234,0,360234,Nathan Phillips, Angourie Rice, Jessica De Gouw, Kathryn Beck, Sarah Snook,Zak Hilditch,,Zak Hilditch,,L'apprendista stregone,"Action, Adventure, Family",215283742,150000000,143.52249466666666,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hellboy,2019,2019-04-11,"Action, Adventure, Fantasy",120,"USA, UK, Bulgaria, Canada, Portugal, France","English, Spanish, Russian, German",Neil Marshall,"Andrew Cosby, Mike Mignola",5.2,50000000,44665289,31,R,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim, Penelope Mitchell, Thomas Haden Church, Sophie Okonedo, Brian Gleeson, Kristina Klebe, Alistair Petrie",Action,"['Action', 'Adventure', 'Fantasy']",Apr,Spring,51555721,0,5486083928,David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim,Andrew Cosby, Mike Mignola,Neil Marshall,,Il cacciatore e la regina di ghiaccio,"Action, Adventure, Drama",164989338,115000000,143.46898956521738,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Perfect Man,2013,2013-10-31,"Drama, Romance",95,USA,English,Kees Van Oostrum,"Larry Brand, Peter Elkoff",5.2,5000000,14147,31,R,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Renée Soutendijk, Kevin Rooney, Huub Stapel",Drama,"['Drama', 'Romance']",Oct,Fall,14147,0,14147,Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Renée Soutendijk,Larry Brand, Peter Elkoff,Kees Van Oostrum,,Admission - Matricole dentro o fuori,"Comedy, Drama, Romance",18637201,13000000,143.3630846153846,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Alla ricerca di Dory,2016,2016-09-15,"Animation, Adventure, Comedy",97,USA,"English, Indonesian","Andrew Stanton, Angus MacLane","Andrew Stanton, Andrew Stanton",7.3,200000000,1028570889,77,PG,"Ed O'Neill, Dominic West, Andrew Stanton, Bennett Dammann, Bob Peterson, Torbin Xan Bullock, Bill Hader, Kate McKinnon, Sigourney Weaver, Alexander Gould, Katherine Ringgold, Lucia Geddes, John Ratzenberger, Angus MacLane, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Jérôme Ranft, Ellen DeGeneres, Albert Brooks, Diane Keaton, Kaitlin Olson, Hayden Rolence, Ty Burrell, Eugene Levy, Sloane Murray, Idris Elba",Animation,"['Animation', 'Adventure', 'Comedy']",Sep,Fall,1312709989,0,25309406600,Ed O'Neill, Dominic West, Andrew Stanton, Bennett Dammann, Bob Peterson,Andrew Stanton, Andrew Stanton,Andrew Stanton, Angus MacLane,Legend,"Biography, Crime, Drama",42972994,30000000,143.24331333333333,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grand Budapest Hotel,2014,2014-04-10,"Adventure, Comedy, Crime",99,"Germany, USA","English, French, German",Wes Anderson,"Stefan Zweig, Wes Anderson",8.1,25000000,172940046,88,R,"Ralph Fiennes, Tony Revolori, F. Murray Abraham, Edward Norton, Saoirse Ronan, Tilda Swinton, Bill Murray, Jeff Goldblum, Jason Schwartzman, Willem Dafoe, Adrien Brody, Harvey Keitel, Mathieu Amalric, Jude Law, Owen Wilson, Léa Seydoux, Tom Wilkinson, Larry Pine, Giselda Volodi, Florian Lukas, Karl Markovics, Volker Zack Michalowski, Neal Huff, Bob Balaban, Fisher Stevens, Wallace Wolodarsky, Waris Ahluwalia, Jella Niemann, Marcel Mazur, Robert Bienas, Manfred Lindner, Oliver Claridge, Bernhard Kremser, Kunichi Nomura, Sister Anna Rademacher, Anna Rademacher, Heinz-Werner Jeschkowski, Steffan Scheumann, Sabine Euler, Renate Klein, Uwe Holoubek, Francesco Zippel, Heike Hanold-Lynch, Lennart Meyer, Hans Alfredson, Manpreet Gerlach, David Adamik, David Cioffi, Lucas Hedges, Wolfgang Czeczor, Philipp Sonntag, Hans Martin Stier, Georg Tryphon, Gabriel Rush, Hannes Wegener, Gerry Sullivan, Oliver Hazell, Ben Howard, Bohumil Váchal, Marko Dyrlich, Ed Munro, Enrico Hoffmann, Daniel Steiner, Marie Goyette, Hendrik von Bültzingslöwen, Paul Schlase, Jeno Orosz, Gyula Lukács, Darin Damjanow, Dar Ronge, Georg Rittmannsperger, Dirk Bossmann, Arwin Lobedann, Robin Hurlstone, Jutta Westphal, Matthias Holfert, Lisa Kreuzer, Gisela Bech, Birgit Müller, Ursula Kuhnt, Monika Krüger, Francesco Holoubek, Wolfram Nielacny, Reinhold Hegelow, Steffen Nixdorf, Rainer Reiners, Milton Welsh, Piet Paes, Michaela Caspar, Sabine Urig, Roy Macready, John Peet, Carl Sprague, Golo Euler, Jürgen Schwämmle, Frank Jacob, Claudia Junge, Roman Berger, Michael Benthin, Matthais Matschke",Adventure,"['Adventure', 'Comedy', 'Crime']",Apr,Spring,241203212,0,1075614691,Ralph Fiennes, Tony Revolori, F. Murray Abraham, Edward Norton, Saoirse Ronan,Stefan Zweig, Wes Anderson,Wes Anderson,,Run All Night - Una notte per sopravvivere,"Action, Crime, Drama",71561644,50000000,143.123288,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Natale all'improvviso,2015,2015-11-26,"Comedy, Fantasy, Romance",107,USA,English,Jessie Nelson,Steven Rogers,5.8,17000000,42426912,31,PG-13,"Alan Arkin, John Goodman, Ed Helms, Diane Keaton, Jake Lacy, Anthony Mackie, June Squibb, Marisa Tomei, Amanda Seyfried, Olivia Wilde, Timothée Chalamet, Maxwell Simkins, Blake Baumgartner, Dan Amboyer, Scott Garan, Alex Borstein, Dorothy Silver, Channing Sebetich, Mike Pusateri, Larry McKay, Kanani Rose, Molly Gordon, Sylvia Kauders, Krista Marie Yu, Lev Pakman, Michael R. Wilson, Elisabeth Evans, Keenan Jolliff, Sean McGee, Rory Wilson, Quinn McColgan, Kristin Slaysman, Jon Tenney, Ralph Browning, Marc Moore, Jr., Cady Huffman, John Luoma, Ryan Borgo, Justin Lonesome, Samuel Mancini",Comedy,"['Comedy', 'Fantasy', 'Romance']",Nov,Fall,42426912,0,938892114,Alan Arkin, John Goodman, Ed Helms, Diane Keaton, Jake Lacy,Steven Rogers,,Jessie Nelson,,Solo: A Star Wars Story,"Action, Adventure, Sci-Fi",392924807,275000000,142.881748,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SpongeBob - Fuori dall'acqua,2015,2015-02-26,"Animation, Action, Adventure",92,"USA, South Korea, Australia",English,"Paul Tibbitt, Mike Mitchell","Jonathan Aibel, Glenn Berger",6.0,74000000,325186032,62,PG,"Douglas Lawrence, April Stewart",Animation,"['Animation', 'Action', 'Adventure']",Feb,Winter,325186032,0,15651908509,Douglas Lawrence, April Stewart,,,,Jonathan Aibel, Glenn Berger,Paul Tibbitt, Mike Mitchell,Cyrus,"Comedy, Drama, Romance",9933873,7000000,141.91247142857142,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Muppets 2 - Ricercati,2014,2014-03-21,"Adventure, Comedy, Crime",107,USA,"English, German",James Bobin,"James Bobin, Nicholas Stoller",6.4,50000000,80383113,61,PG,"Ricky Gervais, Tina Fey, Ty Burrell, Ray Liotta, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Hugh Bonneville, William Brand, Andrés Cantor, Jemaine Clement, Kenneth Collard, Salma Hayek, Ross Lynch, Aleksandar Mikic, Fleur Poad, Saoirse Ronan, Til Schweiger, Russell Tovey, Danny Trejo, Stanley Tucci",Adventure,"['Adventure', 'Comedy', 'Crime']",Mar,Spring,664707009,0,25309406600,Ricky Gervais, Tina Fey, Ty Burrell, Ray Liotta, Steve Whitmire,James Bobin, Nicholas Stoller,James Bobin,,Ad Astra,"Adventure, Drama, Mystery",127461872,90000000,141.6243022222222,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jumanji - Benvenuti nella giungla,2017,2018-01-01,"Action, Adventure, Comedy",119,"USA, India, Canada, UK, Australia, Germany",English,Jake Kasdan,"Chris McKenna, Erik Sommers",6.9,90000000,962102237,58,PG-13,"Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Bobby Cannavale, Ser'Darius Blain, Madison Iseman, Morgan Turner, Alex Wolff, Missi Pyle, Rhys Darby",Action,"['Action', 'Adventure', 'Comedy']",Jan,Winter,2100945231,0,14480294208,Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas,Chris McKenna, Erik Sommers,Jake Kasdan,,Mai cos� vicini,"Comedy, Drama, Romance",25419147,18000000,141.21748333333332,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Canyons,2013,2013-11-14,"Drama, Thriller",99,USA,English,Paul Schrader,Bret Easton Ellis,3.8,250000,270185,36,R,"Lindsay Lohan, James Deen, Nolan Gerard Funk, Amanda Brooks, Tenille Houston, Gus Van Sant, Jarod Einsohn, Morgan Locke, Victor Fischbarg, Jim Boeven, Philip Pavel, Lily Labeau, Thomas Trussel, Alex Ashbaugh, Chris Schellenger, Lauren Schacher, Diana Gitelman, Andres De La Fuente",Drama,"['Drama', 'Thriller']",Nov,Fall,968032,0,270185,Lindsay Lohan, James Deen, Nolan Gerard Funk, Amanda Brooks, Tenille Houston,Bret Easton Ellis,,Paul Schrader,,Allied: Un'ombra nascosta,"Action, Drama, Romance",119520023,85000000,140.61179176470588,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Minions,2015,2015-08-27,"Animation, Adventure, Comedy",91,USA,"English, Spanish","Kyle Balda, Pierre Coffin",Brian Lynch,6.4,74000000,1159443129,56,PG,"Chris Renaud, Hiroyuki Sanada, Michael Beattie, David Rosenbaum, Alex Dowding, Jess Harnell, Laraine Newman, Paul Thornley, Bill Farmer, Bob Bergen, John Cygan, Danny Mann, Sherry Lynn, Nick Glennie-Smith, Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan, Jennifer Saunders, Geoffrey Rush, Steve Carell, Pierre Coffin, Katy Mixon",Animation,"['Animation', 'Adventure', 'Comedy']",Aug,Summer,2194242538,0,2194242538,Chris Renaud, Hiroyuki Sanada, Michael Beattie, David Rosenbaum, Alex Dowding,Brian Lynch,,Kyle Balda, Pierre Coffin,Lo scandalo Kennedy,"Drama, History, Thriller",18263470,13000000,140.48823076923077,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22 Jump Street,2014,2014-07-23,"Action, Comedy, Crime",112,USA,English,"Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel",7.0,50000000,331333876,71,R,"Jonah Hill, Channing Tatum, Peter Stormare, Ice Cube, Amber Stevens, Wyatt Russell, Jillian Bell, Keith Lucas, Kenny Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest, Eddie Fernandez, Eddie J. Fernandez, Rye Rye, Johnny Pemberton, Stanley Wong, Dax Flame, Diplo, Tyler Forrest, John Bostic, Richard Grieco, Dustin Nguyen, Ian Hoch, Kate Adair, Drew Cross, Katrina DeSpain, Oscar Gale, Janeline Condez Hayes, Jackie Bohne, Jason Richard Allan Foster, Toby Nichols, Toby Holguin, Eddie Perez, Mickey Facchinello, Tom Ventura, Brian Schacter, Brian Schachter",Action,"['Action', 'Comedy', 'Crime']",Jul,Summer,532919204,0,14480294208,Jonah Hill, Channing Tatum, Peter Stormare, Ice Cube, Amber Stevens,Michael Bacall, Oren Uziel,Phil Lord, Christopher Miller,Captive,"Action, Crime, Drama",2801508,2000000,140.0754,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
